pair_id,split,priority,worst_severity,report,summary,total_headcount,entry_count,state,district,zone,all_pass,chk_priority,chk_zone,chk_district,chk_headcount,chk_entry_count,chk_hazard,chk_location,is_drifted,num_drift,entity_drift,priority_mismatch,is_verified
SLM-000562,train,ELEVATED,MEDIUM,"INCIDENT LOG | Gujarat / Surat / ZONE-1 | 6 entries
[15-10-2025 15:23] ERSS-059380 | Rescue operation required (Incident reported) close to the river bank in Surat, Gujarat. 3 individuals affected, no injuries reported. Response team requested:  ambulance.
[17-10-2025 09:18] ERSS-035670 | Rescue operation required (Incident reported) in a residential colony in Surat, Gujarat. 13 individuals affected, minor injuries reported. Please dispatch rescue rope and ladder.
[21-10-2025 07:33] ERSS-009303 | Waterlogging reported (Incident reported) at the highway junction in Surat, Gujarat. 3 people affected, no further details available. Dispatch requested for sandbags and water pump.
[23-10-2025 06:38] ERSS-017004 | Flooding reported (Emergency report received) near the government hospital in Surat, Gujarat. 10 people affected, no injuries reported. Dispatch requested for NDRF flood rescue team.
[23-10-2025 11:38] ERSS-016294 | Rescue operation required (Situation update) close to the river bank in Surat, Gujarat. 3 individuals affected, minor injuries reported. Response team requested:  rescue rope and ladder and fire and rescue unit.
[30-10-2025 07:51] ERSS-017419 | Waterlogging reported (Incident reported) in a residential colony in Surat, Gujarat. 6 residents affected, some injuries reported. Response team requested:  drainage team.","ELEVATED: ZONE-1 Surat, Gujarat -- rescue emergencies and flooding. 6 reports, 38 affected. Deploy rescue rope and ladder and ambulance plus 1 more to river bank; IC to confirm ACCESS. stage nearby, monitor ACCESS.",38,6,Gujarat,Surat,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000579,train,ELEVATED,MEDIUM,"INCIDENT LOG | West Bengal / Howrah / ZONE-1 | 5 entries
[07-01-2026 05:18] ERSS-005429 | Flooding reported (Incident reported) near the industrial area in Howrah, West Bengal. 10 individuals affected, multiple injuries reported. Dispatch requested for water pump.
[16-01-2026 17:38] ERSS-039504 | Flooding reported (Emergency report received) at the railway crossing in Howrah, West Bengal. 15 individuals affected, no injuries reported. Response team requested:  water pump.
[16-01-2026 17:59] ERSS-035468 | Flooding reported (Emergency report received) on the national highway in Howrah, West Bengal. 13 residents affected, some injuries reported. Response team requested:  life jackets.
[19-01-2026 17:05] ERSS-015865 | Flooding reported (Situation update) on the national highway in Howrah, West Bengal. 12 individuals affected, residents moved to safer ground. Please dispatch rescue boat.
[21-01-2026 18:57] ERSS-042011 | Rescue operation required (Emergency report received) near the local market in Howrah, West Bengal. 7 persons affected, no injuries reported. Response team requested:  rescue rope and ladder and ambulance.","ELEVATED: flooding and rescue emergencies, ZONE-1 Howrah, West Bengal. 5 reports, 57 affected. Send water pump and life jackets plus 1 more to industrial area; submit SITREP on arrival. STANDBY; update CAS count on change.",57,5,West Bengal,Howrah,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000592,validation,ROUTINE,LOW,"INCIDENT LOG | Assam / Jorhat / ZONE-4 | 5 entries
[30-01-2026 05:13] ERSS-019356 | Road blockage reported (Incident reported) in the old town area in Jorhat, Assam. 2 people affected, minor injuries reported. Dispatch requested for road clearance crew and tow truck.
[01-02-2026 16:44] ERSS-038074 | Rescue operation required (Incident reported) near the bus stand in Jorhat, Assam. 1 residents affected, minor injuries reported. Dispatch requested for rescue rope and ladder.
[02-02-2026 06:41] ERSS-047632 | Flooding reported (Emergency report received) at the highway junction in Jorhat, Assam. 2 individuals affected, no injuries reported. Please dispatch NDRF flood rescue team.
[08-02-2026 16:32] ERSS-054629 | Rescue operation required (Emergency report received) near the government hospital in Jorhat, Assam. 3 people affected, situation being monitored. Dispatch requested for rescue rope and ladder.
[09-02-2026 19:18] ERSS-052010 | Rescue operation required (Incident reported) in the old town area in Jorhat, Assam. 1 individuals affected, some injuries reported. Please dispatch ambulance and rescue rope and ladder.","ROUTINE: road blockages and rescue emergencies plus 1 more, ZONE-4 Jorhat, Assam. 5 reports, 9 affected. Send rescue rope and ladder and road clearance crew plus 1 more to old town area; submit SITREP on arrival. routine watch; CAS count zero.",9,5,Assam,Jorhat,ZONE-4,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000598,validation,ELEVATED,MEDIUM,"INCIDENT LOG | Assam / Guwahati / ZONE-2 | 6 entries
[01-03-2025 09:42] ERSS-008681 | Medical emergency reported (Situation update) on the national highway in Guwahati, Assam. 8 people affected, no injuries reported. Response team requested:  emergency medical team and medical first-aid kit.
[06-03-2025 12:13] ERSS-025872 | Waterlogging reported (Situation update) in the low-lying area in Guwahati, Assam. 4 residents affected, evacuation assistance requested. Response team requested:  drainage team.
[12-03-2025 19:15] ERSS-015812 | Rescue operation required (Situation update) near the village school in Guwahati, Assam. 4 individuals affected, some injuries reported. Please dispatch rescue rope and ladder and NDRF rescue team.
[15-03-2025 13:53] ERSS-025867 | Flooding reported (Emergency report received) at the highway junction in Guwahati, Assam. 4 residents affected, no injuries reported. Dispatch requested for life jackets.
[16-03-2025 07:56] ERSS-057501 | Flooding reported (Emergency report received) in the low-lying area in Guwahati, Assam. 10 people affected, no injuries reported. Response team requested:  NDRF flood rescue team.
[16-03-2025 07:58] ERSS-013195 | Waterlogging reported (Incident reported) near the industrial area in Guwahati, Assam. 12 individuals affected, medical assistance requested. Dispatch requested for road clearance team.","ELEVATED: medical emergencies and flooding plus 1 more, ZONE-2 Guwahati, Assam. 6 reports, 42 affected. Dispatch emergency medical team and medical first-aid kit plus 1 more via ACCESS route to national highway. STANDBY; update CAS count on change.",42,6,Assam,Guwahati,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000617,test,ELEVATED,MEDIUM,"INCIDENT LOG | Karnataka / Mangaluru / ZONE-2 | 6 entries
[17-12-2025 17:31] ERSS-027949 | Waterlogging reported (Incident reported) near the bus stand in Mangaluru, Karnataka. 7 individuals affected, no further details available. Dispatch requested for road clearance team and water pump.
[20-12-2025 14:01] ERSS-030731 | Flooding reported (Incident reported) near the bus stand in Mangaluru, Karnataka. 11 persons affected, some injuries reported. Please dispatch NDRF flood rescue team.
[26-12-2025 13:30] ERSS-015811 | Road blockage reported (Incident reported) at the highway junction in Mangaluru, Karnataka. 11 people affected, some injuries reported. Response team requested:  tow truck.
[29-12-2025 00:01] ERSS-034418 | Road blockage reported (Incident reported) near the main bridge in Mangaluru, Karnataka. 12 residents affected, multiple injuries reported. Response team requested:  earthmover (JCB).
[31-12-2025 05:52] ERSS-041932 | Flooding reported (Situation update) in the riverside settlement in Mangaluru, Karnataka. 9 people affected, no injuries reported. Please dispatch relief supplies and water pump.
[01-01-2026 04:12] ERSS-010963 | Waterlogging reported (Situation update) at the highway junction in Mangaluru, Karnataka. 2 residents affected, minor injuries reported. Please dispatch water pump.","ELEVATED: ZONE-2 Mangaluru, Karnataka -- flooding and road blockages. 6 reports, 52 affected. Dispatch water pump and road clearance team plus 1 more via ACCESS route to bus stand. pre-position at STAGING area; SITREP every 30 min.",52,6,Karnataka,Mangaluru,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000672,test,ROUTINE,LOW,"INCIDENT LOG | Odisha / Kendrapara / ZONE-3 | 7 entries
[21-08-2025 11:33] ERSS-030590 | Flooding reported (Incident reported) in a residential colony in Kendrapara, Odisha. 4 individuals affected, residents moved to safer ground. Response team requested:  NDRF flood rescue team.
[21-08-2025 11:46] ERSS-044324 | Rescue operation required (Emergency report received) near the industrial area in Kendrapara, Odisha. 4 people affected, no injuries reported. Dispatch requested for ambulance and fire and rescue unit.
[24-08-2025 02:34] ERSS-047620 | Medical emergency reported (Situation update) at the highway junction in Kendrapara, Odisha. 3 residents affected, no injuries reported. Please dispatch emergency medical team and medical first-aid kit.
[24-08-2025 14:43] ERSS-056840 | Flooding reported (Emergency report received) near the industrial area in Kendrapara, Odisha. 5 people affected, no injuries reported. Dispatch requested for water pump.
[01-09-2025 20:36] ERSS-001492 | Rescue operation required (Incident reported) near the village school in Kendrapara, Odisha. 2 residents affected, minor injuries reported. Dispatch requested for ambulance and fire and rescue unit.
[01-09-2025 20:50] ERSS-025927 | Waterlogging reported (Situation update) near the main bridge in Kendrapara, Odisha. 1 residents affected, medical assistance requested. Please dispatch water pump and sandbags.
[01-09-2025 20:51] ERSS-013569 | Flooding reported (Incident reported) near the main bridge in Kendrapara, Odisha. 2 individuals affected, situation being monitored. Response team requested:  rescue boat.","ROUTINE: ZONE-3 Kendrapara, Odisha -- flooding and rescue emergencies plus 1 more. 7 reports, 21 affected. ambulance and fire and rescue unit plus 1 more to residential colony; STAGING at nearest safe point. routine watch; CAS count zero.",21,7,Odisha,Kendrapara,ZONE-3,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000773,validation,ROUTINE,LOW,"INCIDENT LOG | Uttar Pradesh / Prayagraj / ZONE-1 | 5 entries
[29-05-2025 03:00] ERSS-026520 | Flooding reported (Situation update) in the low-lying area in Prayagraj, Uttar Pradesh. 4 persons affected, some injuries reported. Dispatch requested for rescue boat.
[03-06-2025 01:45] ERSS-040196 | Rescue operation required (Emergency report received) near the main bridge in Prayagraj, Uttar Pradesh. 2 persons affected, medical assistance requested. Please dispatch NDRF rescue team.
[03-06-2025 05:23] ERSS-014551 | Rescue operation required (Emergency report received) near the main bridge in Prayagraj, Uttar Pradesh. 2 persons affected, situation being monitored. Dispatch requested for rescue rope and ladder and NDRF rescue team.
[05-06-2025 09:12] ERSS-008102 | Rescue operation required (Incident reported) near the local market in Prayagraj, Uttar Pradesh. 3 residents affected, no injuries reported. Please dispatch rescue rope and ladder.
[10-06-2025 16:18] ERSS-035567 | Flooding reported (Incident reported) near the bus stand in Prayagraj, Uttar Pradesh. 5 people affected, no injuries reported. Dispatch requested for rescue boat.","ROUTINE: flooding and rescue emergencies, ZONE-1 Prayagraj, Uttar Pradesh. 5 reports, 16 affected. rescue boat and NDRF rescue team plus 1 more to low-lying area; STAGING at nearest safe point. monitor only; IC on STANDBY.",16,5,Uttar Pradesh,Prayagraj,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000794,train,ELEVATED,MEDIUM,"INCIDENT LOG | Uttar Pradesh / Kanpur / ZONE-4 | 5 entries
[23-02-2025 06:54] ERSS-044277 | Flooding reported (Incident reported) near the main bridge in Kanpur, Uttar Pradesh. 11 people affected, no injuries reported. Please dispatch water pump.
[01-03-2025 21:44] ERSS-032183 | Flooding reported (Situation update) near the bus stand in Kanpur, Uttar Pradesh. 9 residents affected, no injuries reported. Dispatch requested for NDRF flood rescue team.
[01-03-2025 21:55] ERSS-038239 | Rescue operation required (Incident reported) in the low-lying area in Kanpur, Uttar Pradesh. 11 residents affected, evacuation assistance requested. Dispatch requested for ambulance and fire and rescue unit.
[03-03-2025 23:50] ERSS-010789 | Medical emergency reported (Situation update) in the old town area in Kanpur, Uttar Pradesh. 9 residents affected, residents moved to safer ground. Dispatch requested for ambulance.
[07-03-2025 20:27] ERSS-014144 | Waterlogging reported (Incident reported) near the local market in Kanpur, Uttar Pradesh. 15 persons affected, some injuries reported. Please dispatch water pump.","ELEVATED: flooding and rescue emergencies plus 1 more, ZONE-4 Kanpur, Uttar Pradesh. 5 reports, 55 affected. water pump and ambulance plus 1 more to main bridge; STAGING at nearest safe point. stage nearby, monitor ACCESS.",55,5,Uttar Pradesh,Kanpur,ZONE-4,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000795,train,ROUTINE,LOW,"INCIDENT LOG | Uttar Pradesh / Varanasi / ZONE-2 | 5 entries
[16-02-2025 09:21] ERSS-048393 | Flooding reported (Situation update) near the village school in Varanasi, Uttar Pradesh. 4 people affected, minor injuries reported. Response team requested:  water pump.
[19-02-2025 19:53] ERSS-049936 | Rescue operation required (Situation update) in the hilly terrain in Varanasi, Uttar Pradesh. 1 persons affected, evacuation assistance requested. Response team requested:  rescue rope and ladder.
[20-02-2025 08:21] ERSS-031309 | Flooding reported (Incident reported) in the hilly terrain in Varanasi, Uttar Pradesh. 5 people affected, no injuries reported. Response team requested:  life jackets and rescue boat.
[23-02-2025 23:21] ERSS-021117 | Waterlogging reported (Incident reported) in the riverside settlement in Varanasi, Uttar Pradesh. 2 people affected, no injuries reported. Response team requested:  road clearance team.
[01-03-2025 16:30] ERSS-044182 | Flooding reported (Incident reported) near the village school in Varanasi, Uttar Pradesh. 4 residents affected, no injuries reported. Response team requested:  NDRF flood rescue team.","ROUTINE: flooding and rescue emergencies, ZONE-2 Varanasi, Uttar Pradesh. 5 reports, 16 affected. Deploy water pump and rescue rope and ladder plus 1 more to village school; IC to confirm ACCESS. monitor only; IC on STANDBY.",16,5,Uttar Pradesh,Varanasi,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000829,test,ELEVATED,MEDIUM,"INCIDENT LOG | Tamil Nadu / Tiruppur / ZONE-2 | 6 entries
[27-01-2025 18:13] ERSS-015009 | Flooding reported (Emergency report received) near the industrial area in Tiruppur, Tamil Nadu. 10 people affected, some injuries reported. Please dispatch life jackets.
[30-01-2025 16:16] ERSS-024994 | Rescue operation required (Situation update) in the old town area in Tiruppur, Tamil Nadu. 6 residents affected, multiple injuries reported. Dispatch requested for fire and rescue unit and ambulance.
[30-01-2025 16:50] ERSS-004107 | Flooding reported (Emergency report received) near the local market in Tiruppur, Tamil Nadu. 14 people affected, medical assistance requested. Please dispatch rescue boat.
[04-02-2025 15:51] ERSS-007236 | Rescue operation required (Emergency report received) in the old town area in Tiruppur, Tamil Nadu. 8 residents affected, evacuation assistance requested. Response team requested:  ambulance and rescue rope and ladder.
[09-02-2025 01:18] ERSS-039478 | Medical emergency reported (Emergency report received) on the national highway in Tiruppur, Tamil Nadu. 9 residents affected, medical assistance requested. Dispatch requested for paramedic team.
[09-02-2025 01:49] ERSS-054350 | Flooding reported (Emergency report received) in the low-lying area in Tiruppur, Tamil Nadu. 3 people affected, residents moved to safer ground. Please dispatch NDRF flood rescue team and water pump.","ELEVATED: ZONE-2 Tiruppur, Tamil Nadu -- flooding and rescue emergencies plus 1 more. 6 reports, 50 affected. Dispatch ambulance and life jackets plus 1 more via ACCESS route to industrial area. pre-position at STAGING area; SITREP every 30 min.",50,6,Tamil Nadu,Tiruppur,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000830,train,ELEVATED,MEDIUM,"INCIDENT LOG | Uttar Pradesh / Kanpur / ZONE-4 | 5 entries
[30-01-2026 19:12] ERSS-032959 | Rescue operation required (Emergency report received) near the local market in Kanpur, Uttar Pradesh. 10 persons affected, medical assistance requested. Response team requested:  NDRF rescue team and fire and rescue unit.
[30-01-2026 19:55] ERSS-049001 | Waterlogging reported (Incident reported) near the industrial area in Kanpur, Uttar Pradesh. 4 individuals affected, no injuries reported. Dispatch requested for road clearance team and water pump.
[31-01-2026 13:34] ERSS-009621 | Waterlogging reported (Incident reported) near the industrial area in Kanpur, Uttar Pradesh. 6 persons affected, situation being monitored. Please dispatch sandbags.
[10-02-2026 08:52] ERSS-029926 | Rescue operation required (Incident reported) near the government hospital in Kanpur, Uttar Pradesh. 8 residents affected, residents moved to safer ground. Dispatch requested for rescue rope and ladder.
[12-02-2026 07:00] ERSS-007219 | Flooding reported (Incident reported) in the hilly terrain in Kanpur, Uttar Pradesh. 3 residents affected, no injuries reported. Please dispatch relief supplies.","ELEVATED. rescue emergencies and flooding in ZONE-4 Kanpur, Uttar Pradesh; 31 affected, 5 reports. Dispatch NDRF rescue team and fire and rescue unit plus 1 more via ACCESS route to local market. STANDBY; update CAS count on change.",31,5,Uttar Pradesh,Kanpur,ZONE-4,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000851,train,ROUTINE,LOW,"INCIDENT LOG | Kerala / Kottayam / ZONE-1 | 5 entries
[17-05-2025 19:31] ERSS-016650 | Flooding reported (Incident reported) near the industrial area in Kottayam, Kerala. 3 people affected, medical assistance requested. Dispatch requested for relief supplies and water pump.
[22-05-2025 12:04] ERSS-002957 | Medical emergency reported (Incident reported) near the village school in Kottayam, Kerala. 6 people affected, multiple injuries reported. Response team requested:  medical first-aid kit.
[28-05-2025 04:05] ERSS-057583 | Waterlogging reported (Incident reported) in the riverside settlement in Kottayam, Kerala. 6 individuals affected, situation being monitored. Please dispatch water pump and road clearance team.
[28-05-2025 12:11] ERSS-019039 | Rescue operation required (Emergency report received) near the industrial area in Kottayam, Kerala. 1 residents affected, situation being monitored. Response team requested:  NDRF rescue team and fire and rescue unit.
[01-06-2025 15:56] ERSS-015678 | Flooding reported (Incident reported) on the national highway in Kottayam, Kerala. 3 individuals affected, situation being monitored. Please dispatch NDRF flood rescue team.","ROUTINE: ZONE-1 Kottayam, Kerala -- flooding and medical emergencies plus 1 more. 5 reports, 19 affected. water pump and relief supplies plus 1 more to industrial area; STAGING at nearest safe point. monitor only; IC on STANDBY.",19,5,Kerala,Kottayam,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000861,train,ELEVATED,MEDIUM,"INCIDENT LOG | Karnataka / Bengaluru / ZONE-1 | 6 entries
[16-08-2025 04:03] ERSS-059995 | Road blockage reported (Emergency report received) in the hilly terrain in Bengaluru, Karnataka. 15 individuals affected, situation being monitored. Response team requested:  earthmover (JCB).
[16-08-2025 09:42] ERSS-042639 | Flooding reported (Situation update) in the old town area in Bengaluru, Karnataka. 10 individuals affected, some injuries reported. Please dispatch NDRF flood rescue team.
[16-08-2025 19:24] ERSS-035907 | Flooding reported (Situation update) in the riverside settlement in Bengaluru, Karnataka. 4 persons affected, some injuries reported. Dispatch requested for water pump.
[23-08-2025 17:56] ERSS-051737 | Flooding reported (Incident reported) in the riverside settlement in Bengaluru, Karnataka. 9 individuals affected, situation being monitored. Response team requested:  water pump.
[23-08-2025 17:58] ERSS-050049 | Medical emergency reported (Incident reported) in the riverside settlement in Bengaluru, Karnataka. 7 people affected, some injuries reported. Please dispatch emergency medical team.
[26-08-2025 08:15] ERSS-012580 | Road blockage reported (Emergency report received) near the village school in Bengaluru, Karnataka. 11 individuals affected, minor injuries reported. Dispatch requested for earthmover (JCB) and tow truck.","ELEVATED: ZONE-1 Bengaluru, Karnataka -- road blockages and flooding plus 1 more. 6 reports, 56 affected. Send earthmover (JCB) and water pump plus 1 more to hilly terrain; submit SITREP on arrival. stage nearby, monitor ACCESS.",56,6,Karnataka,Bengaluru,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000871,train,ROUTINE,LOW,"INCIDENT LOG | Assam / Guwahati / ZONE-1 | 5 entries
[12-04-2025 01:24] ERSS-042436 | Flooding reported (Situation update) close to the river bank in Guwahati, Assam. 2 persons affected, no further details available. Dispatch requested for NDRF flood rescue team.
[16-04-2025 06:50] ERSS-018265 | Rescue operation required (Emergency report received) near the bus stand in Guwahati, Assam. 1 residents affected, situation being monitored. Response team requested:  NDRF rescue team.
[17-04-2025 22:14] ERSS-024968 | Flooding reported (Emergency report received) near the industrial area in Guwahati, Assam. 4 persons affected, situation being monitored. Dispatch requested for NDRF flood rescue team.
[17-04-2025 22:40] ERSS-034263 | Rescue operation required (Incident reported) in the low-lying area in Guwahati, Assam. 1 residents affected, no further details available. Dispatch requested for ambulance and fire and rescue unit.
[21-04-2025 23:08] ERSS-030177 | Rescue operation required (Incident reported) on the national highway in Guwahati, Assam. 4 persons affected, no injuries reported. Dispatch requested for rescue rope and ladder.","ROUTINE: flooding and rescue emergencies, ZONE-1 Guwahati, Assam. 5 reports, 12 affected. NDRF flood rescue team and NDRF rescue team plus 1 more to river bank; STAGING at nearest safe point. monitor only; IC on STANDBY.",12,5,Assam,Guwahati,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000886,test,URGENT,HIGH,"INCIDENT LOG | Bihar / Bhagalpur / ZONE-5 | 5 entries
[18-02-2026 11:01] ERSS-020916 | Road blockage reported (Situation update) in the riverside settlement in Bhagalpur, Bihar. 7 persons affected, minor injuries reported. Please dispatch tow truck.
[18-02-2026 11:06] ERSS-033437 | Flooding reported (Emergency report received) close to the river bank in Bhagalpur, Bihar. 10 people affected, residents moved to safer ground. Please dispatch relief supplies and NDRF flood rescue team.
[18-02-2026 11:11] ERSS-004095 | Waterlogging reported (Situation update) in a residential colony in Bhagalpur, Bihar. 14 residents affected, evacuation assistance requested. Please dispatch water pump and sandbags.
[18-02-2026 11:53] ERSS-049306 | Road blockage reported (Incident reported) near the industrial area in Bhagalpur, Bihar. 5 individuals affected, situation being monitored. Response team requested:  road clearance crew and traffic police team.
[18-02-2026 11:56] ERSS-025908 | Rescue operation required (Incident reported) at the highway junction in Bhagalpur, Bihar. 20 individuals affected, situation being monitored. Please dispatch ambulance.","URGENT: ZONE-5 Bhagalpur, Bihar -- road blockages and flooding plus 1 more. 5 reports, 56 affected. Dispatch tow truck and relief supplies plus 1 more via ACCESS route to riverside settlement. commit teams; TRIAGE + CAS tracking; IC to verify ACCESS route.",56,5,Bihar,Bhagalpur,ZONE-5,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000934,train,ELEVATED,MEDIUM,"INCIDENT LOG | Tamil Nadu / Tiruppur / ZONE-1 | 8 entries
[29-12-2025 08:48] ERSS-056378 | Waterlogging reported (Incident reported) in the low-lying area in Tiruppur, Tamil Nadu. 10 people affected, some injuries reported. Please dispatch drainage team.
[29-12-2025 08:49] ERSS-048764 | Flooding reported (Situation update) near the government hospital in Tiruppur, Tamil Nadu. 3 people affected, no injuries reported. Response team requested:  water pump and relief supplies.
[30-12-2025 12:29] ERSS-031291 | Rescue operation required (Emergency report received) at the highway junction in Tiruppur, Tamil Nadu. 6 persons affected, minor injuries reported. Dispatch requested for fire and rescue unit.
[30-12-2025 22:52] ERSS-045854 | Road blockage reported (Situation update) at the railway crossing in Tiruppur, Tamil Nadu. 5 residents affected, minor injuries reported. Response team requested:  road clearance crew.
[03-01-2026 12:54] ERSS-032510 | Flooding reported (Situation update) in the hilly terrain in Tiruppur, Tamil Nadu. 4 residents affected, residents moved to safer ground. Please dispatch water pump and life jackets.
[04-01-2026 19:09] ERSS-003345 | Road blockage reported (Situation update) in a residential colony in Tiruppur, Tamil Nadu. 7 persons affected, minor injuries reported. Please dispatch tow truck.
[04-01-2026 19:50] ERSS-014776 | Waterlogging reported (Situation update) close to the river bank in Tiruppur, Tamil Nadu. 8 residents affected, some injuries reported. Please dispatch drainage team.
[11-01-2026 11:28] ERSS-044337 | Rescue operation required (Incident reported) in the riverside settlement in Tiruppur, Tamil Nadu. 7 persons affected, no further details available. Dispatch requested for NDRF rescue team and fire and rescue unit.","ELEVATED. flooding and rescue emergencies plus 1 more in ZONE-1 Tiruppur, Tamil Nadu; 50 affected, 8 reports. drainage team and water pump plus 1 more to low-lying area; STAGING at nearest safe point. STANDBY; update CAS count on change.",50,8,Tamil Nadu,Tiruppur,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000962,test,ELEVATED,MEDIUM,"INCIDENT LOG | West Bengal / Malda / ZONE-1 | 5 entries
[29-07-2025 04:21] ERSS-032681 | Flooding reported (Situation update) near the bus stand in Malda, West Bengal. 7 persons affected, evacuation assistance requested. Please dispatch NDRF flood rescue team and rescue boat.
[29-07-2025 04:46] ERSS-013382 | Road blockage reported (Emergency report received) close to the river bank in Malda, West Bengal. 6 residents affected, no further details available. Please dispatch road clearance crew.
[29-07-2025 04:53] ERSS-055983 | Flooding reported (Incident reported) at the highway junction in Malda, West Bengal. 2 people affected, some injuries reported. Dispatch requested for life jackets and NDRF flood rescue team.
[02-08-2025 23:33] ERSS-046002 | Waterlogging reported (Situation update) at the highway junction in Malda, West Bengal. 13 individuals affected, some injuries reported. Dispatch requested for water pump and sandbags.
[08-08-2025 05:10] ERSS-037400 | Road blockage reported (Incident reported) near the local market in Malda, West Bengal. 5 people affected, minor injuries reported. Dispatch requested for tow truck.","ELEVATED: ZONE-1 Malda, West Bengal -- flooding and road blockages. 5 reports, 33 affected. Deploy NDRF flood rescue team and rescue boat plus 1 more to bus stand; IC to confirm ACCESS. STANDBY; update CAS count on change.",33,5,West Bengal,Malda,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-000995,test,ROUTINE,LOW,"INCIDENT LOG | Assam / Dhemaji / ZONE-1 | 5 entries
[10-12-2025 14:43] ERSS-022208 | Rescue operation required (Situation update) near the village school in Dhemaji, Assam. 1 residents affected, no injuries reported. Dispatch requested for NDRF rescue team.
[11-12-2025 04:31] ERSS-021208 | Flooding reported (Situation update) in the hilly terrain in Dhemaji, Assam. 2 residents affected, situation being monitored. Dispatch requested for rescue boat and life jackets.
[16-12-2025 22:01] ERSS-057660 | Waterlogging reported (Incident reported) on the national highway in Dhemaji, Assam. 4 individuals affected, situation being monitored. Response team requested:  sandbags and road clearance team.
[16-12-2025 22:15] ERSS-013041 | Waterlogging reported (Emergency report received) in the old town area in Dhemaji, Assam. 3 individuals affected, no further details available. Please dispatch water pump and drainage team.
[16-12-2025 22:38] ERSS-044950 | Medical emergency reported (Emergency report received) in the riverside settlement in Dhemaji, Assam. 1 persons affected, no injuries reported. Response team requested:  paramedic team.","ROUTINE - ZONE-1 Dhemaji (Assam): rescue emergencies and flooding plus 1 more, 11 affected across 5 reports. Deploy NDRF rescue team and rescue boat plus 1 more to village school; IC to confirm ACCESS. routine watch; CAS count zero.",11,5,Assam,Dhemaji,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001047,validation,ROUTINE,LOW,"INCIDENT LOG | Kerala / Alappuzha / ZONE-3 | 5 entries
[28-12-2025 13:32] ERSS-029468 | Waterlogging reported (Incident reported) near the industrial area in Alappuzha, Kerala. 1 individuals affected, multiple injuries reported. Response team requested:  road clearance team.
[03-01-2026 05:32] ERSS-031032 | Flooding reported (Emergency report received) near the village school in Alappuzha, Kerala. 1 individuals affected, evacuation assistance requested. Dispatch requested for relief supplies and NDRF flood rescue team.
[05-01-2026 07:47] ERSS-026579 | Waterlogging reported (Incident reported) on the national highway in Alappuzha, Kerala. 1 persons affected, some injuries reported. Dispatch requested for road clearance team.
[08-01-2026 20:00] ERSS-019618 | Waterlogging reported (Incident reported) in a residential colony in Alappuzha, Kerala. 4 residents affected, minor injuries reported. Please dispatch drainage team and sandbags.
[08-01-2026 20:03] ERSS-022458 | Road blockage reported (Incident reported) at the highway junction in Alappuzha, Kerala. 1 residents affected, minor injuries reported. Response team requested:  tow truck and earthmover (JCB).","ROUTINE: flooding and road blockages, ZONE-3 Alappuzha, Kerala. 5 reports, 8 affected. Deploy road clearance team and relief supplies plus 1 more to industrial area; IC to confirm ACCESS. routine watch; CAS count zero.",8,5,Kerala,Alappuzha,ZONE-3,True,True,True,True,True,True,True,True,False,False,False,False,True
