suite,variant,scenario_id,scenario,archetype,zone_id,true_severity,true_index,status,priority,priority_index,basis,decision_confidence,confident,low_confidence_escalated,exact_match,within_one,critical_miss,under_triaged,confident_under_triage,over_triage,expected_status,expected_human_review,expected_conflict,human_review,escalated,conflicts_surfaced,evidence_lost,tools_called,tools_required,tool_true_positive,tool_called_n,tool_required_n,headcount_true,headcount_estimate,allocated,served_strict,alerted,escalation_categories,unsafe_commits,goal_passed,failures
cvae,agent,S04,Urban cloudburst waterlogging,urban_waterlogging,ZONE-1,URGENT,2,ok,CRITICAL,3.0,corroborated,0.817,True,False,False,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,8,8,8,58,58,"{""rescue_boats"": 1, ""ambulances"": 2, ""shelter_beds"": 58}",True,False,approval; shortage,0,True,
cvae,agent,S04,Urban cloudburst waterlogging,urban_waterlogging,ZONE-2,ELEVATED,1,ok,URGENT,2.0,disputed,0.505,False,False,False,True,False,False,False,False,ok,,,True,True,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,20,20,"{""ambulances"": 1}",True,False,conflict,0,True,
cvae,agent,S05,Negated flood rumour,negation_false_alarm,ZONE-1,ROUTINE,0,ok,URGENT,2.0,text_only,0.346,False,False,False,False,False,False,False,True,ok,,,True,True,3,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score,7,8,7,0,0,"{""rescue_boats"": 1}",True,False,conflict,0,False,expectation: priority URGENT above maximum ELEVATED; heavy assets sent to a ROUTINE zone
cvae,agent,S05,Negated flood rumour,negation_false_alarm,ZONE-2,ROUTINE,0,ok,ROUTINE,0.0,corroborated,0.585,False,False,True,True,False,False,False,False,ok,,,True,False,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score,6,6,6,8,8,{},False,False,,0,True,
cvae,agent,S06,Silent rise while residents sleep,silent_rise,ZONE-1,CRITICAL,3,ok,CRITICAL,3.0,single_source,0.742,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; get_district_profile; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; get_district_profile; query_sensor_risk_score; search_sop,5,5,5,0,0,"{""rescue_boats"": 1}",True,False,approval,0,True,
cvae,agent,S06,Silent rise while residents sleep,silent_rise,ZONE-2,URGENT,2,ok,CRITICAL,3.0,single_source,0.742,True,False,False,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; get_district_profile; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; get_district_profile; query_sensor_risk_score; search_sop,5,5,5,0,0,"{""rescue_boats"": 1}",True,False,approval,0,True,
cvae,agent,S07,Telemetry dropout,sensor_dropout,ZONE-1,CRITICAL,3,ok,CRITICAL,3.0,single_source,0.683,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; generate_tactical_briefing; get_district_profile; parse_emergency_text; search_sop,assess_zone; generate_tactical_briefing; get_district_profile; parse_emergency_text; search_sop,5,5,5,178,178,"{""rescue_boats"": 1, ""ambulances"": 2}",True,False,approval; shortage,0,True,
cvae,agent,S07,Telemetry dropout,sensor_dropout,ZONE-2,URGENT,2,ok,ELEVATED,1.0,single_source,0.368,False,False,False,True,False,True,False,False,ok,True,,True,False,1,,assess_zone; generate_tactical_briefing; get_district_profile; parse_emergency_text; search_sop,assess_zone; generate_tactical_briefing; get_district_profile; parse_emergency_text; search_sop,5,5,5,60,60,{},False,True,,0,True,
cvae,agent,S07,Telemetry dropout,sensor_dropout,ZONE-3,ELEVATED,1,ok,URGENT,2.0,disputed,0.406,False,False,False,True,False,False,False,False,ok,,,True,True,2,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,20,20,"{""rescue_boats"": 1, ""ambulances"": 1}",True,False,conflict,0,True,
cvae,agent,S08,Gauge logger malfunction,gauge_malfunction,ZONE-1,ELEVATED,1,ok,ELEVATED,1.0,corroborated,0.569,False,False,True,True,False,False,False,False,ok,,,True,False,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,19,19,{},False,True,,0,True,
cvae,agent,S08,Gauge logger malfunction,gauge_malfunction,ZONE-2,URGENT,2,ok,URGENT,2.0,corroborated,0.781,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,52,52,"{""rescue_boats"": 1, ""ambulances"": 2, ""shelter_beds"": 52}",True,False,approval; shortage,0,True,
cvae,agent,S09,People versus sensors,text_sensor_conflict,ZONE-1,CRITICAL,3,ok,URGENT,2.0,text_only,0.348,False,False,False,True,False,False,False,False,ok,True,True,True,True,2,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,190,190,"{""ambulances"": 1, ""rescue_boats"": 1}",True,False,conflict,0,True,
cvae,agent,S09,People versus sensors,text_sensor_conflict,ZONE-2,ROUTINE,0,ok,URGENT,2.0,text_only,0.41,False,False,False,False,False,False,False,True,ok,True,True,True,True,2,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score,6,7,6,6,6,"{""ambulances"": 1}",True,False,conflict; shortage,0,False,heavy assets sent to a ROUTINE zone
cvae,agent,S10,Camera versus gauge,visual_sensor_conflict,ZONE-1,URGENT,2,ok,URGENT,2.0,disputed,0.532,False,False,True,True,False,False,False,False,ok,True,,True,True,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,8,8,8,67,67,"{""rescue_boats"": 2, ""ambulances"": 2, ""shelter_beds"": 67}",True,False,conflict,0,True,
cvae,agent,S10,Camera versus gauge,visual_sensor_conflict,ZONE-2,ELEVATED,1,ok,ELEVATED,1.0,disputed,0.545,False,False,True,True,False,False,False,False,ok,True,True,True,False,2,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,8,8,8,18,18,{},False,True,,0,True,
cvae,agent,S11,Receding but still flooded,receding_flood,ZONE-1,URGENT,2,ok,CRITICAL,3.0,corroborated,0.795,True,False,False,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,8,8,8,56,56,"{""rescue_boats"": 2, ""ambulances"": 2, ""shelter_beds"": 56}",True,False,approval,0,True,
cvae,agent,S11,Receding but still flooded,receding_flood,ZONE-2,ELEVATED,1,ok,ELEVATED,1.0,corroborated,0.885,True,False,True,True,False,False,False,False,ok,,,False,False,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,19,19,{},False,True,,0,True,
cvae,agent,S12,Bridge collapse isolation,bridge_collapse,ZONE-1,CRITICAL,3,ok,CRITICAL,3.0,corroborated,0.977,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,8,8,8,177,177,"{""rescue_boats"": 1, ""ambulances"": 1, ""shelter_beds"": 49}",True,False,approval; shortage,0,True,
cvae,agent,S12,Bridge collapse isolation,bridge_collapse,ZONE-2,URGENT,2,ok,URGENT,2.0,corroborated,0.795,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,64,64,"{""ambulances"": 1, ""shelter_beds"": 11}",True,False,approval; shortage,0,True,
cvae,agent,S13,Hospital ground floor flooding,mass_casualty,ZONE-1,CRITICAL,3,ok,CRITICAL,3.0,corroborated,0.798,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,8,8,8,1164,1164,"{""rescue_boats"": 2, ""ambulances"": 3, ""shelter_beds"": 200}",True,False,approval; shortage,0,True,
cvae,agent,S13,Hospital ground floor flooding,mass_casualty,ZONE-2,ELEVATED,1,ok,URGENT,2.0,disputed,0.455,False,False,False,True,False,False,False,False,ok,,,True,True,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,21,21,"{""ambulances"": 1}",True,False,conflict,0,True,
cvae,agent,S14,Night dam spillway release,dam_release,ZONE-1,CRITICAL,3,ok,URGENT,2.0,disputed,0.533,False,False,False,True,False,False,False,False,ok,True,,True,True,2,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,8,8,8,183,183,"{""rescue_boats"": 1, ""ambulances"": 1, ""shelter_beds"": 1}",True,False,conflict; shortage,0,True,
cvae,agent,S14,Night dam spillway release,dam_release,ZONE-2,CRITICAL,3,ok,CRITICAL,3.0,corroborated,0.929,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,137,119,"{""rescue_boats"": 1, ""ambulances"": 1, ""shelter_beds"": 86}",True,False,approval; shortage,0,True,
cvae,agent,S14,Night dam spillway release,dam_release,ZONE-3,URGENT,2,ok,URGENT,2.0,corroborated,0.742,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,63,63,"{""rescue_boats"": 1, ""ambulances"": 1, ""shelter_beds"": 63}",True,False,approval; shortage,0,True,
cvae,agent,S15,Five-state monsoon cascade,multi_state_ranking,ZONE-1,CRITICAL,3,ok,CRITICAL,3.0,corroborated,0.969,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,8,8,8,183,183,"{""rescue_boats"": 2, ""ambulances"": 2, ""shelter_beds"": 183}",True,False,approval; shortage,0,True,
cvae,agent,S15,Five-state monsoon cascade,multi_state_ranking,ZONE-2,URGENT,2,ok,URGENT,2.0,corroborated,0.769,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,67,67,"{""rescue_boats"": 2, ""ambulances"": 2, ""shelter_beds"": 67}",True,False,approval,0,True,
cvae,agent,S15,Five-state monsoon cascade,multi_state_ranking,ZONE-3,URGENT,2,ok,URGENT,2.0,disputed,0.531,False,False,True,True,False,False,False,False,ok,True,,True,True,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,51,51,"{""rescue_boats"": 1, ""ambulances"": 1, ""shelter_beds"": 51}",True,False,conflict; shortage,0,True,
cvae,agent,S15,Five-state monsoon cascade,multi_state_ranking,ZONE-4,ELEVATED,1,ok,URGENT,2.0,text_only,0.281,False,False,False,True,False,False,False,False,ok,,,True,True,2,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,15,15,"{""rescue_boats"": 1, ""ambulances"": 1}",True,False,conflict,0,True,
cvae,agent,S15,Five-state monsoon cascade,multi_state_ranking,ZONE-5,ROUTINE,0,ok,URGENT,2.0,forecast_only,0.601,True,False,False,False,False,False,False,True,ok,,,True,True,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score,7,8,7,3,3,{},False,True,verification,0,True,
cvae,agent,S16,Out-of-season cloudburst,dry_season_anomaly,ZONE-1,URGENT,2,ok,URGENT,2.0,corroborated,0.723,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,58,58,"{""rescue_boats"": 1, ""ambulances"": 2, ""shelter_beds"": 58}",True,False,approval; shortage,0,True,
cvae,agent,S16,Out-of-season cloudburst,dry_season_anomaly,ZONE-2,ELEVATED,1,ok,ELEVATED,1.0,corroborated,0.78,True,False,True,True,False,False,False,False,ok,,,False,False,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,24,24,{},False,True,,0,True,
cvae,agent,S17,Garbled panic messages,comms_noise,ZONE-1,CRITICAL,3,ok,CRITICAL,3.0,corroborated,0.927,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,168,83,"{""rescue_boats"": 1, ""ambulances"": 2, ""shelter_beds"": 36}",True,False,approval; shortage,0,True,
cvae,agent,S17,Garbled panic messages,comms_noise,ZONE-2,URGENT,2,ok,URGENT,2.0,corroborated,0.68,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,64,64,"{""rescue_boats"": 1, ""shelter_beds"": 64}",True,False,approval; shortage,0,True,
cvae,agent,S17,Garbled panic messages,comms_noise,ZONE-3,ELEVATED,1,ok,ELEVATED,1.0,corroborated,0.666,True,False,True,True,False,False,False,False,ok,,,True,False,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,22,17,{},False,True,,0,True,
cvae,agent,S18,All quiet (do not cry wolf),low_class_cluster,ZONE-1,ROUTINE,0,ok,ROUTINE,0.0,corroborated,0.647,True,False,True,True,False,False,False,False,ok,,,True,False,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score,7,7,7,7,7,{},False,False,,0,True,
cvae,agent,S18,All quiet (do not cry wolf),low_class_cluster,ZONE-2,ROUTINE,0,ok,URGENT,2.0,forecast_only,0.433,False,False,False,False,False,False,False,True,ok,,,True,True,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score,6,7,6,6,6,{},False,True,verification,0,False,expectation: priority URGENT above maximum ELEVATED
cvae,agent,S18,All quiet (do not cry wolf),low_class_cluster,ZONE-3,ROUTINE,0,ok,URGENT,2.0,forecast_only,0.538,False,False,False,False,False,False,False,True,ok,,,True,True,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score,6,7,6,5,5,{},False,True,verification,0,False,expectation: priority URGENT above maximum ELEVATED
cvae,agent,S19,"Four hazards, one district",multi_hazard_zone,ZONE-1,CRITICAL,3,ok,CRITICAL,3.0,corroborated,0.952,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; predict_visual_flood; query_sensor_risk_score; search_sop,8,8,8,159,159,"{""rescue_boats"": 1, ""ambulances"": 2, ""shelter_beds"": 93}",True,False,approval; shortage,0,True,
cvae,agent,S19,"Four hazards, one district",multi_hazard_zone,ZONE-2,URGENT,2,ok,URGENT,2.0,corroborated,0.742,True,False,True,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,52,52,"{""rescue_boats"": 1, ""ambulances"": 1, ""shelter_beds"": 27}",True,False,approval; shortage,0,True,
cvae,agent,S20,"Slow onset, pre-position now",slow_onset,ZONE-1,URGENT,2,ok,URGENT,2.0,forecast_only,0.498,False,False,True,True,False,False,False,False,ok,True,,True,True,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,16,16,{},False,True,verification,0,True,
cvae,agent,S20,"Slow onset, pre-position now",slow_onset,ZONE-2,ROUTINE,0,ok,ROUTINE,0.0,corroborated,0.329,False,False,True,True,False,False,False,False,ok,,,True,False,1,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score,6,6,6,4,4,{},False,False,,0,True,
cvae,agent,W01,Flash flood + municipal blackout,wildcard_blackout,ZONE-1,CRITICAL,3,ok,URGENT,2.0,corroborated,0.717,True,False,False,True,False,False,False,False,ok,True,,True,True,0,,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,assess_zone; forecast_water_level; generate_tactical_briefing; get_district_profile; parse_emergency_text; query_sensor_risk_score; search_sop,7,7,7,146,146,"{""ambulances"": 1, ""shelter_beds"": 34, ""rescue_boats"": 1}",True,False,approval; shortage,0,True,
